subID	modeli	name	Mp	wp	nll	nllsd	success	iterations
31	1	McFadden	0.364297546562739	NaN	125.217730420011	0.09217250184206	2	24
31	2	LinearDistrb	0.342879537347471	NaN	124.267698478481	0.114320605175848	1	21
31	3	DN	0.365592956542969	0	125.461636432076	0.112114962016321	2	15
31	4	dDNb	0.340826034545898	0	124.112186684266	0.141655319220039	2	16
31	5	dDNd	0.342163681983948	0	124.274053682166	0.116759401059185	1	19
32	1	McFadden	2.83601629911573	NaN	263.816968668341	0.0312141586587018	1	18
32	2	LinearDistrb	2.97325997160078	NaN	263.734385392563	0.0266120826935772	2	18
32	3	DN	0.0010986328125	0.3963134765625	262.338077490656	0.0305358601260317	2	14
32	4	dDNb	1.13686837721616e-11	0.390583122298631	262.288402371187	0.0229018411856718	1	21
32	5	dDNd	4.76837158203125e-07	0.376622772216797	262.306163811693	0.0295800437181511	2	11
33	1	McFadden	4.77579498291016	NaN	268.51623795938	0.0273179899084273	2	14
33	2	LinearDistrb	4.5291862487793	NaN	268.194464480076	0.0244122712016628	2	14
33	3	DN	0.0010986328125	0.228192138671875	254.686295939348	0.0300855343314029	2	11
33	4	dDNb	1.11758708953857e-07	0.233474427461624	254.399005515778	0.0276586794067512	1	19
33	5	dDNd	4.76837158203125e-07	0.218444126844406	254.463997804117	0.0327066078266739	2	20
34	1	McFadden	0.755600400269032	NaN	126.179285499341	0.02331127619149	2	17
34	2	LinearDistrb	0.543729916943107	NaN	128.730496891507	0.0268288218158823	2	16
34	3	DN	0.756629943847656	0	126.170948638886	0.0242407389222447	2	11
34	4	dDNb	0.544232801068574	0	128.733887174845	0.0215152836022938	1	32
34	5	dDNd	0.545487735420465	0	128.701924242088	0.0262896873156649	2	28
35	1	McFadden	1.942626953125	NaN	242.467685701611	0.0261923194986669	2	10
35	2	LinearDistrb	0.374676294624805	NaN	200.855932290143	0.0233721498017306	2	19
35	3	DN	4.76837158203125e-07	0.0838750839233399	199.468854761574	0.0257388845543721	2	11
35	4	dDNb	4.76837158203125e-07	0.0794544219970703	199.570356383264	0.0225513925212408	2	17
35	5	dDNd	7.05718994140625e-05	0.0807228088378906	199.584641461599	0.023487531119016	2	15
36	1	McFadden	0.271163227036595	NaN	153.651681128456	0.027434561324138	1	20
36	2	LinearDistrb	0.252098885830492	NaN	154.553542277739	0.0249923171693665	2	21
36	3	DN	2.04890966415405e-08	0.0868372587487102	149.976672322185	0.0261540413173707	2	16
36	4	dDNb	4.76837158203125e-07	0.0808816909790039	151.796065665991	0.0255842819886586	2	18
36	5	dDNd	7.05718994140625e-05	0.0832942962646485	151.80913054172	0.0265418895402884	2	15
37	1	McFadden	0.498088868131163	NaN	179.523808802494	0.0348452050117691	2	19
37	2	LinearDistrb	0.472687333371141	NaN	179.791964025109	0.0297737811585309	1	17
37	3	DN	0.486918747425079	0	179.497367595255	0.0355707881395418	1	33
37	4	dDNb	0.478389928483466	1.53572009364833e-06	179.77168920027	0.0278240938551928	1	19
37	5	dDNd	0.482640984013415	0	179.757081834067	0.0352846984424554	1	25
38	1	McFadden	0.865753779187799	NaN	241.934290618109	0.0247383059440772	2	18
38	2	LinearDistrb	0.82791154563165	NaN	241.157403274611	0.0312540674113411	1	20
38	3	DN	4.76837158203125e-07	0.176970672607422	239.644484137802	0.0274290123061651	1	18
38	4	dDNb	7.05718994140625e-05	0.164649963378906	238.903344503064	0.0272967417450083	2	15
38	5	dDNd	7.82165443524718e-11	0.164295618781034	238.920351935957	0.0263549253114265	1	20
39	1	McFadden	0.467555828392506	NaN	210.881227181782	0.0271236126905368	2	9
39	2	LinearDistrb	0.350350737571716	NaN	209.465514925106	0.0253994460088819	2	17
39	3	DN	7.05718994140625e-05	0.191203308105469	206.666787744916	0.0254013910092311	2	15
39	4	dDNb	4.76837158203125e-07	0.177252721786499	207.69742754074	0.0259214141765246	2	17
39	5	dDNd	0.0010986328125	0.178973388671875	207.698322165493	0.0217745832426539	2	11
40	1	McFadden	0.921521309182936	NaN	171.968608400682	0.025082505914989	2	19
40	2	LinearDistrb	0.849421858787537	NaN	170.734706025518	0.0201332017427925	1	18
40	3	DN	0.908027976751328	0	171.907453583418	0.0206040804729691	2	17
40	4	dDNb	0.852206601965008	0	170.710393777939	0.0265224443641499	1	19
40	5	dDNd	0.849427301845026	0	170.737864824231	0.0253939006703077	1	23
