subID	modeli	name	eta	Mp	wp	nll	nllsd	success	iterations
19	7	dDNd	1	4.41083120588497	-0.23946355039356	221.007904468491	0.0552461657890716	1	27
20	1	McFadden	90.4108297801096	NaN	NaN	368.56915094517	0.0372184382383843	2	16
20	2	Model2	88.1401468793287	NaN	NaN	368.253737656294	0.0278957608974799	2	16
20	3	DN	1	4.73022461022765e-05	0.734579277038574	362.12814018358	0.0292563284141289	2	13
20	4	dDNa	1	0.000799560546880684	0.7410400390625	362.508266993267	0.0323767578079396	2	15
20	5	dDNb	1	4.73022461022765e-05	0.734860992431641	361.85456562798	0.0336225149862989	2	12
20	6	dDNc	1	2.86102299185131e-07	0.736583828926086	362.490195201811	0.0288316191595187	2	15
20	7	dDNd	1	1.66267000167863e-12	0.725211723737365	361.866892688215	0.0361214239855954	2	16
21	1	McFadden	0.367569192498927	NaN	NaN	386.106477295923	0.0377831674672192	2	16
21	2	Model2	6.62956747412682	NaN	NaN	392.550483207945	0.0311013989236865	2	17
21	3	DN	1	0.364892578125009	-1.45019836425781	379.845164041027	0.0353559215528681	2	25
21	4	dDNa	1	0.52583177685738	-1.58415476381779	375.121431932279	0.0228694280283724	2	21
21	5	dDNb	1	0.537124466133818	-1.60726378515137	380.073267847497	0.0244306113470112	2	22
21	6	dDNc	1	0.511723995208747	-1.55172071456909	375.221411165061	0.0297784174518269	2	22
21	7	dDNd	1	0.483843421936044	-1.40927993357182	380.399545257304	0.0381385144528935	2	20
22	1	McFadden	4.06538305466977	NaN	NaN	350.26525670829	0.0403135961658565	2	22
22	2	Model2	3.2732505241831	NaN	NaN	348.790018553594	0.0350111816394934	2	21
22	3	DN	1	1.15504221767188	0.545289887487888	348.284810166565	0.0410788149536649	2	20
22	4	dDNa	1	4.03624219894409	-0.313310861587524	342.817426214845	0.0315629112018336	2	16
22	5	dDNb	1	4.17354292944074	-0.373372206836939	344.707082860055	0.0323008750928145	2	18
22	6	dDNc	1	4.02904579043389	-0.297217765450478	344.13866311759	0.0413527105360773	2	11
22	7	dDNd	1	4.06087865829468	-0.359647452831268	346.163375000956	0.0371893860713847	2	18
23	1	McFadden	26.7879653930664	NaN	NaN	213.214786036789	0.0318844934767186	2	13
23	2	Model2	26.2945368409157	NaN	NaN	215.060943475908	0.0323584894784546	2	18
23	3	DN	1	73.5285615310073	-0.378500150889158	198.765264946648	0.0534928742665248	2	18
23	4	dDNa	1	73.9687627090316	-0.402281423230306	199.824200874211	0.0315770216620277	1	21
23	5	dDNb	1	75.729725150764	-0.409761369973421	197.957361682292	0.0367822095803882	2	11
23	6	dDNc	1	75.0470279693604	-0.410350131988525	199.838513026029	0.0363931943174536	2	11
23	7	dDNd	1	75.5054982348142	-0.406825979066105	197.960851673214	0.03388642810222	2	24
24	1	McFadden	48.1376319169998	NaN	NaN	359.526142212061	0.0295510664779435	2	13
24	2	Model2	2.60098037719727	NaN	NaN	253.09016802203	0.0837369818513236	2	13
24	3	DN	1	2.86102299185131e-07	0.937492048740387	321.737280764268	0.0306251343274143	2	18
24	4	dDNa	1	0.257297602295878	-0.00258731413632635	235.860191704137	0.0340936521195439	1	19
24	5	dDNb	1	0.521607111227233	-0.00453554323912758	244.908572316052	0.03211195734261	1	24
24	6	dDNc	1	1.44927291870118	-0.0178117752075196	241.645511881306	0.0295239627961234	2	16
24	7	dDNd	1	2.86102299185131e-07	0.0570776849985122	244.132735208805	0.0417076494728106	2	22
25	1	McFadden	32.0674610733986	NaN	NaN	268.488559178182	0.0420686009044727	2	9
25	2	Model2	31.888942483905	NaN	NaN	268.900572956453	0.0430595558184711	2	19
25	3	DN	1	73.159423828125	-0.4029541015625	266.270177104361	0.0268612475534703	2	11
25	4	dDNa	1	78.5430682216072	-0.456291574786883	265.800370952123	0.0319098060497552	2	11
25	5	dDNb	1	82.1549285888672	-0.491681098937988	266.186362177074	0.0277304404941958	2	17
25	6	dDNc	1	76.5016479610426	-0.43967492343636	265.882842849979	0.0362568256863632	2	20
